original_class,original_probability,new_probability,confidence_diff,class_change,new_class,explainer,strategy,sigma,time,num_features
Persian_cat,0.9752017,0.9604671,0.014734626,False,Persian_cat,shap,rest,1,0.2991502285003662,18
Persian_cat,0.9752017,0.1151205,0.8600812,False,Persian_cat,shap,top,1,0.27227306365966797,19
Persian_cat,0.9752017,0.9668688,0.008332908,False,Persian_cat,shap,rest,1,0.2501187324523926,19
Persian_cat,0.9752017,0.05425557,0.9209462,True,pillow,shap,top,1,0.2369539737701416,20
Persian_cat,0.9752017,0.9485284,0.026673317,False,Persian_cat,shap,rest,1,0.2323770523071289,20
Persian_cat,0.9270221,0.24865933,0.6783628,True,groenendael,shap,top,1,20.008059978485107,1
Persian_cat,0.9270221,3.862655e-05,0.9269835,True,jigsaw_puzzle,shap,rest,1,0.4578070640563965,1
Persian_cat,0.9270221,0.1582341,0.768788,True,groenendael,shap,top,1,0.21608901023864746,2
Persian_cat,0.9270221,0.00043949115,0.92658263,True,bib,shap,rest,1,0.22727155685424805,2
Persian_cat,0.9270221,0.1233495,0.8036726,True,groenendael,shap,top,1,0.22339367866516113,3
Persian_cat,0.9270221,0.00012832202,0.9268938,True,bib,shap,rest,1,0.22739243507385254,3
Persian_cat,0.9270221,0.03347277,0.8935493,True,groenendael,shap,top,1,0.2164323329925537,4
Persian_cat,0.9270221,0.00014226444,0.9268798,True,bib,shap,rest,1,0.22237753868103027,4
Persian_cat,0.9270221,0.0004804929,0.9265416,True,groenendael,shap,top,1,0.21406340599060059,5
Persian_cat,0.9270221,0.00017316132,0.92684895,True,bib,shap,rest,1,0.23236918449401855,5
Persian_cat,0.9270221,0.00022595283,0.92679614,True,groenendael,shap,top,1,0.21225309371948242,6
Persian_cat,0.9270221,0.020758087,0.906264,True,West_Highland_white_terrier,shap,rest,1,0.2304236888885498,6
Persian_cat,0.9270221,0.00026777046,0.92675436,True,groenendael,shap,top,1,0.2175140380859375,7
Persian_cat,0.9270221,0.014765181,0.9122569,True,bib,shap,rest,1,0.23102307319641113,7
Persian_cat,0.9270221,0.00025805185,0.9267641,True,groenendael,shap,top,1,0.21143722534179688,8
Persian_cat,0.9270221,0.031749737,0.8952724,True,jigsaw_puzzle,shap,rest,1,0.23435115814208984,8
Persian_cat,0.9270221,0.0001347789,0.92688733,True,groenendael,shap,top,1,0.229386568069458,9
Persian_cat,0.9270221,0.27144685,0.6555753,False,Persian_cat,shap,rest,1,0.2323777675628662,9
Persian_cat,0.9270221,0.00016695757,0.92685515,True,groenendael,shap,top,1,0.22037982940673828,10
Persian_cat,0.9270221,0.26704225,0.6599798,False,Persian_cat,shap,rest,1,0.23400354385375977,10
Persian_cat,0.9270221,0.0046592224,0.92236286,True,groenendael,shap,top,1,0.21642017364501953,11
Persian_cat,0.9270221,0.28194907,0.64507306,False,Persian_cat,shap,rest,1,0.23135662078857422,11
